Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
116,800;5,240;0,035;-0,137;0,1251000;8,437E-4;-0,003;0,0;0,0423126;116,800;3,182;0,031;0,010;0,0759750;7,500E-4;2,344E-4;0,2;0,2138062
117,000;5,242;0,004;-0,088;0,1251375;9,375E-5;-0,002;0,0;0,0428314;117,000;3,189;0,024;-0,029;0,0761250;5,625E-4;-7,031E-4;0,2;0,1806641
117,200;5,242;0,000;-0,010;0,1251375;0,000;-2,344E-4;0,0;0,0429535;117,200;3,192;0,020;0,010;0,0762000;4,688E-4;2,344E-4;0,1;0,1446838
117,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0427856;117,400;3,197;0,027;0,029;0,0763125;6,562E-4;7,031E-4;0,1;0,1296539
117,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0428772;117,600;3,203;0,031;0,010;0,0764625;7,500E-4;2,344E-4;0,1;0,1204224
117,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425110;117,800;3,209;0,031;-0,029;0,0766125;7,500E-4;-7,031E-4;0,1;0,1104889
118,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425110;118,000;3,215;0,020;-0,029;0,0767625;4,687E-4;-7,031E-4;0,1;0,1104736
118,200;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0426941;118,200;3,217;0,020;0,029;0,0768000;4,687E-4;7,031E-4;0,1;0,1262054
118,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0425415;118,400;3,223;0,031;0,000;0,0769500;7,500E-4;0,000;0,2;0,1558075
118,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0429840;118,600;3,230;0,020;-0,029;0,0771000;4,687E-4;-7,031E-4;0,2;0,1743011
118,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0426178;118,800;3,231;0,020;0,039;0,0771375;4,687E-4;9,375E-4;0,2;0,2472992
119,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0420380;119,000;3,237;0,035;0,039;0,0772875;8,437E-4;9,375E-4;0,5;0,5097809
119,200;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0424194;119,200;3,245;0,035;-0,020;0,0774750;8,437E-4;-4,688E-4;0,6;0,6296234
119,400;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0417938;119,400;3,252;0,027;-0,020;0,0776250;6,562E-4;-4,687E-4;0,9;0,8903503
119,600;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0417023;119,600;3,256;0,027;0,010;0,0777375;6,562E-4;2,344E-4;0,9;0,9281311
119,800;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0421906;119,800;3,263;0,031;2,446E-15;0,0778875;7,500E-4;5,828E-17;0,7;0,6794891
120,000;5,242;0,000;0,000;0,1251375;0,000;0,000;0,0;0,0416412;120,000;3,269;0,027;-0,020;0,0780375;6,563E-4;-4,688E-4;0,5;0,4822235
120,200;5,242;0,000;;0,1251375;0,000;;0,0;0,0415497;120,200;3,274;0,024;0,020;0,0781500;5,625E-4;4,687E-4;0,3;0,2810364
;;;;;;;;;120,400;3,278;0,035;0,039;0,0782625;8,437E-4;9,375E-4;0,2;0,1661072
;;;;;;;;;120,600;3,288;0,039;-0,020;0,0784875;9,375E-4;-4,687E-4;0,2;0,1544495
;;;;;;;;;120,800;3,294;0,027;-0,020;0,0786375;6,563E-4;-4,687E-4;0,1;0,1354523
;;;;;;;;;121,000;3,299;0,031;0,020;0,0787500;7,500E-4;4,687E-4;0,1;0,1118469
;;;;;;;;;121,200;3,307;0,035;-0,020;0,0789375;8,437E-4;-4,688E-4;0,1;0,1035004
;;;;;;;;;121,400;3,313;0,024;-0,059;0,0790875;5,625E-4;-0,001;0,1;0,1040192
;;;;;;;;;121,600;3,316;0,012;-6,765E-16;0,0791625;2,812E-4;-3,659E-17;0,1;0,1169891
;;;;;;;;;121,800;3,318;0,024;0,059;0,0792000;5,625E-4;0,001;0,1;0,1407776
;;;;;;;;;122,000;3,325;0,035;0,020;0,0793875;8,437E-4;4,687E-4;0,2;0,2269592
;;;;;;;;;122,200;3,332;0,031;-0,010;0,0795375;7,500E-4;-2,344E-4;0,3;0,3367004
;;;;;;;;;122,400;3,338;0,031;-0,010;0,0796875;7,500E-4;-2,344E-4;0,4;0,3519897
;;;;;;;;;122,600;3,344;0,027;-0,039;0,0798375;6,562E-4;-9,375E-4;0,3;0,2967377
;;;;;;;;;122,800;3,349;0,016;-0,039;0,0799500;3,750E-4;-9,375E-4;0,3;0,2713470
;;;;;;;;;123,000;3,351;0,012;1,379E-15;0,0799875;2,813E-4;5,353E-17;0,2;0,2454376
;;;;;;;;;123,200;3,354;0,016;0,020;0,0800625;3,750E-4;4,687E-4;0,2;0,1956787
;;;;;;;;;123,400;3,357;0,020;0,029;0,0801375;4,688E-4;7,031E-4;0,1;0,1403961
;;;;;;;;;123,600;3,362;0,027;0,020;0,0802500;6,562E-4;4,687E-4;0,1;0,1201935
;;;;;;;;;123,800;3,368;0,027;-0,010;0,0804000;6,563E-4;-2,344E-4;0,1;0,1172028
;;;;;;;;;124,000;3,373;0,024;-0,010;0,0805125;5,625E-4;-2,344E-4;0,1;0,1133270
;;;;;;;;;124,200;3,377;0,024;-2,099E-15;0,0806250;5,625E-4;-5,014E-17;0,1;0,1096344
;;;;;;;;;124,400;3,382;0,024;-0,010;0,0807375;5,625E-4;-2,344E-4;0,1;0,1068573
;;;;;;;;;124,600;3,387;0,020;-0,020;0,0808500;4,688E-4;-4,687E-4;0,1;0,1116333
;;;;;;;;;124,800;3,390;0,016;1,743E-15;0,0809250;3,750E-4;4,161E-17;0,1;0,1169891
;;;;;;;;;125,000;3,393;0,020;0,020;0,0810000;4,688E-4;4,687E-4;0,1;0,1259003
;;;;;;;;;125,200;3,398;0,024;-1,743E-15;0,0811125;5,625E-4;-4,161E-17;0,1;0,1309509
;;;;;;;;;125,400;3,402;0,020;-0,020;0,0812250;4,688E-4;-4,687E-4;0,1;0,1431732
;;;;;;;;;125,600;3,405;0,016;1,743E-15;0,0813000;3,750E-4;4,161E-17;0,2;0,1576538
;;;;;;;;;125,800;3,409;0,020;0,020;0,0813750;4,688E-4;4,688E-4;0,2;0,2064362
;;;;;;;;;126,000;3,413;0,024;0,020;0,0814875;5,625E-4;4,687E-4;0,3;0,2756042
;;;;;;;;;126,200;3,418;0,027;0,010;0,0816000;6,562E-4;2,344E-4;0,4;0,3509064
;;;;;;;;;126,400;3,424;0,027;-0,020;0,0817500;6,562E-4;-4,687E-4;0,4;0,3535614
;;;;;;;;;126,600;3,429;0,020;-0,029;0,0818625;4,688E-4;-7,031E-4;0,3;0,3259277
;;;;;;;;;126,800;3,432;0,016;0,010;0,0819375;3,750E-4;2,344E-4;0,3;0,2749634
;;;;;;;;;127,000;3,435;0,024;0,029;0,0820125;5,625E-4;7,031E-4;0,2;0,1866608
;;;;;;;;;127,200;3,442;0,027;-2,099E-15;0,0821625;6,562E-4;-5,014E-17;0,1;0,1364899
;;;;;;;;;127,400;3,446;0,024;-0,010;0,0822750;5,625E-4;-2,344E-4;0,1;0,1163788
;;;;;;;;;127,600;3,451;0,024;0,010;0,0823875;5,625E-4;2,344E-4;0,1;0,1113739
;;;;;;;;;127,800;3,456;0,027;0,020;0,0825000;6,563E-4;4,687E-4;0,1;0,1002045
;;;;;;;;;128,000;3,462;0,031;-0,010;0,0826500;7,500E-4;-2,344E-4;0,1;0,0893097
;;;;;;;;;128,200;3,468;0,024;-0,049;0,0828000;5,625E-4;-0,001;0,1;0,0868225
;;;;;;;;;128,400;3,471;0,012;-0,039;0,0828750;2,813E-4;-9,375E-4;0,1;0,0867615
;;;;;;;;;128,600;3,473;0,008;0,010;0,0829125;1,875E-4;2,344E-4;0,1;0,0874176
;;;;;;;;;128,800;3,475;0,016;0,029;0,0829500;3,750E-4;7,031E-4;0,1;0,0902710
;;;;;;;;;129,000;3,479;0,020;0,020;0,0830625;4,688E-4;4,688E-4;0,1;0,0967255
;;;;;;;;;129,200;3,482;0,024;0,020;0,0831375;5,625E-4;4,688E-4;0,1;0,1204224
;;;;;;;;;129,400;3,489;0,027;0,000;0,0832875;6,563E-4;0,000;0,2;0,1796722
;;;;;;;;;129,600;3,493;0,024;-4,883E-15;0,0834000;5,625E-4;-1,166E-16;0,2;0,2285004
;;;;;;;;;129,800;3,498;0,027;0,020;0,0835125;6,562E-4;4,687E-4;0,4;0,3775940
;;;;;;;;;130,000;3,504;0,031;-0,020;0,0836625;7,500E-4;-4,688E-4;0,5;0,4841766
;;;;;;;;;130,200;3,511;0,020;-0,039;0,0838125;4,687E-4;-9,375E-4;0,5;0,4974060
;;;;;;;;;130,400;3,512;0,016;2,776E-15;0,0838500;3,750E-4;8,674E-17;0,5;0,4698639
;;;;;;;;;130,600;3,517;0,020;0,010;0,0839625;4,688E-4;2,344E-4;0,4;0,3851776
;;;;;;;;;130,800;3,520;0,020;0,010;0,0840375;4,688E-4;2,344E-4;0,3;0,2684937
;;;;;;;;;131,000;3,525;0,024;0,020;0,0841500;5,625E-4;4,687E-4;0,2;0,2167053
;;;;;;;;;131,200;3,530;0,027;0,010;0,0842625;6,562E-4;2,344E-4;0,1;0,1382446
;;;;;;;;;131,400;3,536;0,027;-0,010;0,0844125;6,563E-4;-2,344E-4;0,1;0,1106110
;;;;;;;;;131,600;3,541;0,024;-4,883E-15;0,0845250;5,625E-4;-1,166E-16;0,1;0,1032410
;;;;;;;;;131,800;3,545;0,027;0,010;0,0846375;6,562E-4;2,344E-4;0,1;0,0919495
;;;;;;;;;132,000;3,552;0,027;-0,020;0,0847875;6,562E-4;-4,687E-4;0,1;0,0881500
;;;;;;;;;132,200;3,556;0,020;-0,029;0,0849000;4,688E-4;-7,031E-4;0,1;0,0810394
;;;;;;;;;132,400;3,559;0,016;0,000;0,0849750;3,750E-4;0,000;0,1;0,0726166
;;;;;;;;;132,600;3,563;0,020;0,020;0,0850500;4,688E-4;4,687E-4;0,1;0,0711060
;;;;;;;;;132,800;3,567;0,024;0,010;0,0851625;5,625E-4;2,344E-4;0,1;0,0711365
;;;;;;;;;133,000;3,572;0,024;0,010;0,0852750;5,625E-4;2,344E-4;0,1;0,0744934
;;;;;;;;;133,200;3,577;0,027;0,020;0,0853875;6,562E-4;4,688E-4;0,1;0,0866241
;;;;;;;;;133,400;3,583;0,031;0,000;0,0855375;7,500E-4;0,000;0,1;0,0945892
;;;;;;;;;133,600;3,589;0,027;-0,029;0,0856875;6,562E-4;-7,031E-4;0,1;0,0938263
;;;;;;;;;133,800;3,594;0,020;-0,029;0,0858000;4,688E-4;-7,031E-4;0,1;0,0901337
;;;;;;;;;134,000;3,597;0,016;-0,010;0,0858750;3,750E-4;-2,344E-4;0,1;0,0868683
;;;;;;;;;134,200;3,600;0,016;0,010;0,0859500;3,750E-4;2,344E-4;0,1;0,0783234
;;;;;;;;;134,400;3,603;0,020;0,029;0,0860250;4,688E-4;7,031E-4;0,1;0,0731049
;;;;;;;;;134,600;3,608;0,027;0,010;0,0861375;6,562E-4;2,344E-4;0,1;0,0713348
;;;;;;;;;134,800;3,614;0,024;-0,020;0,0862875;5,625E-4;-4,687E-4;0,1;0,0730286
;;;;;;;;;135,000;3,618;0,020;0,000;0,0863625;4,688E-4;0,000;0,1;0,0739136
;;;;;;;;;135,200;3,622;0,024;0,010;0,0864750;5,625E-4;2,344E-4;0,1;0,0733490
;;;;;;;;;135,400;3,627;0,024;0,000;0,0865875;5,625E-4;0,000;0,1;0,0698395
;;;;;;;;;135,600;3,632;0,024;-0,010;0,0867000;5,625E-4;-2,344E-4;0,1;0,0670013
;;;;;;;;;135,800;3,636;0,020;-0,020;0,0868125;4,688E-4;-4,687E-4;0,1;0,0678864
;;;;;;;;;136,000;3,640;0,016;0,000;0,0868875;3,750E-4;0,000;0,1;0,0700073
;;;;;;;;;136,200;3,643;0,020;0,020;0,0869625;4,688E-4;4,688E-4;0,1;0,0777130
;;;;;;;;;136,400;3,647;0,024;-0,010;0,0870750;5,625E-4;-2,344E-4;0,1;0,0905762
;;;;;;;;;136,600;3,652;0,016;-0,010;0,0871875;3,750E-4;-2,344E-4;0,1;0,1037903
;;;;;;;;;136,800;3,654;0,020;0,039;0,0872250;4,687E-4;9,375E-4;0,2;0,1578369
;;;;;;;;;137,000;3,660;0,031;0,010;0,0873750;7,500E-4;2,344E-4;0,2;0,2060547
;;;;;;;;;137,200;3,666;0,024;-0,029;0,0875250;5,625E-4;-7,031E-4;0,3;0,2767792
;;;;;;;;;137,400;3,669;0,020;-0,010;0,0876000;4,688E-4;-2,344E-4;0,3;0,3344116
;;;;;;;;;137,600;3,674;0,020;-3,487E-15;0,0877125;4,688E-4;-8,335E-17;0,4;0,3575745
;;;;;;;;;137,800;3,677;0,020;0,000;0,0877875;4,688E-4;0,000;0,3;0,3435364
;;;;;;;;;138,000;3,682;0,020;0,000;0,0879000;4,688E-4;0,000;0,3;0,2895660
;;;;;;;;;138,200;3,685;0,020;0,010;0,0879750;4,688E-4;2,344E-4;0,2;0,2444153
;;;;;;;;;138,400;3,690;0,024;0,020;0,0880875;5,625E-4;4,687E-4;0,2;0,1659241
;;;;;;;;;138,600;3,695;0,027;0,010;0,0882000;6,562E-4;2,344E-4;0,1;0,1084900
;;;;;;;;;138,800;3,701;0,027;-0,020;0,0883500;6,562E-4;-4,687E-4;0,1;0,0848999
;;;;;;;;;139,000;3,706;0,020;-0,020;0,0884625;4,688E-4;-4,687E-4;0,1;0,0792084
;;;;;;;;;139,200;3,709;0,020;0,010;0,0885375;4,688E-4;2,344E-4;0,1;0,0760956
;;;;;;;;;139,400;3,713;0,024;0,000;0,0886500;5,625E-4;0,000;0,1;0,0709991
;;;;;;;;;139,600;3,718;0,020;-0,010;0,0887625;4,688E-4;-2,344E-4;0,1;0,0691071
;;;;;;;;;139,800;3,721;0,020;0,000;0,0888375;4,688E-4;0,000;0,1;0,0683746
;;;;;;;;;140,000;3,726;0,020;0,010;0,0889500;4,688E-4;2,344E-4;0,1;0,0686493
;;;;;;;;;140,200;3,729;0,024;0,029;0,0890250;5,625E-4;7,031E-4;0,1;0,0706024
;;;;;;;;;140,400;3,735;0,031;0,020;0,0891750;7,500E-4;4,687E-4;0,1;0,0835876
;;;;;;;;;140,600;3,742;0,031;-5,568E-15;0,0893250;7,500E-4;-1,331E-16;0,1;0,1132050
;;;;;;;;;140,800;3,748;0,031;-0,010;0,0894750;7,500E-4;-2,344E-4;0,1;0,1494293
;;;;;;;;;141,000;3,754;0,027;-0,029;0,0896250;6,562E-4;-7,031E-4;0,2;0,1759338
;;;;;;;;;141,200;3,759;0,020;-0,039;0,0897375;4,688E-4;-9,375E-4;0,2;0,1809082
;;;;;;;;;141,400;3,762;0,012;-0,020;0,0898125;2,813E-4;-4,687E-4;0,2;0,1835022
;;;;;;;;;141,600;3,764;0,012;0,039;0,0898500;2,812E-4;9,375E-4;0,2;0,1778870
;;;;;;;;;141,800;3,767;0,027;0,069;0,0899250;6,562E-4;0,002;0,1;0,1364136
;;;;;;;;;142,000;3,775;0,039;0,010;0,0901125;9,375E-4;2,344E-4;0,1;0,0876007
;;;;;;;;;142,200;3,782;0,031;-0,039;0,0903000;7,500E-4;-9,375E-4;0,1;0,0781708
;;;;;;;;;142,400;3,787;0,024;-0,020;0,0904125;5,625E-4;-4,687E-4;0,1;0,0785217
;;;;;;;;;142,600;3,792;0,024;0,010;0,0905250;5,625E-4;2,344E-4;0,1;0,0809021
;;;;;;;;;142,800;3,797;0,027;0,000;0,0906375;6,562E-4;0,000;0,1;0,0784149
;;;;;;;;;143,000;3,803;0,024;-0,020;0,0907875;5,625E-4;-4,687E-4;0,1;0,0745697
;;;;;;;;;143,200;3,806;0,020;0,010;0,0908625;4,688E-4;2,344E-4;0,1;0,0672913
;;;;;;;;;143,400;3,811;0,027;0,029;0,0909750;6,563E-4;7,031E-4;0,1;0,0644226
;;;;;;;;;143,600;3,817;0,031;-4,883E-15;0,0911250;7,500E-4;-1,166E-16;0,1;0,0637665
;;;;;;;;;143,800;3,823;0,027;-0,020;0,0912750;6,562E-4;-4,687E-4;0,1;0,0714417
;;;;;;;;;144,000;3,828;0,024;-0,020;0,0913875;5,625E-4;-4,687E-4;0,1;0,0807190
;;;;;;;;;144,200;3,833;0,020;-0,020;0,0915000;4,688E-4;-4,687E-4;0,1;0,0849609
;;;;;;;;;144,400;3,836;0,016;-0,010;0,0915750;3,750E-4;-2,344E-4;0,1;0,0920563
;;;;;;;;;144,600;3,839;0,016;-2,784E-15;0,0916500;3,750E-4;-6,654E-17;0,1;0,0951385
;;;;;;;;;144,800;3,842;0,016;-0,010;0,0917250;3,750E-4;-2,344E-4;0,1;0,0940552
;;;;;;;;;145,000;3,845;0,012;0,010;0,0918000;2,812E-4;2,344E-4;0,1;0,0897980
;;;;;;;;;145,200;3,847;0,020;0,039;0,0918375;4,687E-4;9,375E-4;0,1;0,0843353
;;;;;;;;;145,400;3,853;0,027;0,020;0,0919875;6,563E-4;4,687E-4;0,1;0,0694733
;;;;;;;;;145,600;3,858;0,027;0,010;0,0921000;6,562E-4;2,344E-4;0,1;0,0590363
;;;;;;;;;145,800;3,864;0,031;0,000;0,0922500;7,500E-4;0,000;0,1;0,0529633
;;;;;;;;;146,000;3,870;0,027;-0,020;0,0924000;6,562E-4;-4,687E-4;0,1;0,0505981
;;;;;;;;;146,200;3,875;0,024;-0,010;0,0925125;5,625E-4;-2,344E-4;0,1;0,0502625
;;;;;;;;;146,400;3,880;0,024;-0,010;0,0926250;5,625E-4;-2,344E-4;0,1;0,0506744
;;;;;;;;;146,600;3,885;0,020;-0,020;0,0927375;4,688E-4;-4,688E-4;0,1;0,0523224
;;;;;;;;;146,800;3,888;0,016;0,000;0,0928125;3,750E-4;0,000;0,1;0,0551453
;;;;;;;;;147,000;3,891;0,020;0,039;0,0928875;4,688E-4;9,375E-4;0,1;0,0620880
;;;;;;;;;147,200;3,896;0,031;0,039;0,0930000;7,500E-4;9,375E-4;0,1;0,0684357
;;;;;;;;;147,400;3,903;0,035;0,000;0,0931875;8,438E-4;0,000;0,1;0,0940704
;;;;;;;;;147,600;3,910;0,031;-0,029;0,0933375;7,500E-4;-7,031E-4;0,1;0,1407928
;;;;;;;;;147,800;3,916;0,024;-0,020;0,0934875;5,625E-4;-4,687E-4;0,2;0,1926117
;;;;;;;;;148,000;3,919;0,024;0,000;0,0935625;5,625E-4;0,000;0,2;0,2333221
;;;;;;;;;148,200;3,925;0,024;-0,010;0,0937125;5,625E-4;-2,344E-4;0,2;0,2402802
;;;;;;;;;148,400;3,929;0,020;0,010;0,0937875;4,688E-4;2,344E-4;0,2;0,2326813
;;;;;;;;;148,600;3,933;0,027;0,020;0,0939000;6,562E-4;4,687E-4;0,2;0,1880951
;;;;;;;;;148,800;3,940;0,027;0,000;0,0940500;6,562E-4;0,000;0,1;0,1228943
;;;;;;;;;149,000;3,944;0,027;0,000;0,0941625;6,562E-4;0,000;0,1;0,0768127
;;;;;;;;;149,200;3,951;0,027;-0,010;0,0943125;6,562E-4;-2,344E-4;0,1;0,0626984
;;;;;;;;;149,400;3,955;0,024;0,000;0,0944250;5,625E-4;0,000;0,1;0,0603485
;;;;;;;;;149,600;3,960;0,027;-0,010;0,0945375;6,562E-4;-2,344E-4;0,1;0,0574188
;;;;;;;;;149,800;3,966;0,020;-0,029;0,0946875;4,687E-4;-7,031E-4;0,1;0,0549164
;;;;;;;;;150,000;3,968;0,016;0,020;0,0947250;3,750E-4;4,688E-4;0,1;0,0511780
;;;;;;;;;150,200;3,973;0,027;0,039;0,0948375;6,562E-4;9,375E-4;0,0;0,0480652
;;;;;;;;;150,400;3,979;0,031;0,020;0,0949875;7,500E-4;4,687E-4;0,0;0,0442047
;;;;;;;;;150,600;3,985;0,035;-5,568E-15;0,0951375;8,437E-4;-1,331E-16;0,0;0,0434265
;;;;;;;;;150,800;3,993;0,031;-0,029;0,0953250;7,500E-4;-7,031E-4;0,0;0,0441437
;;;;;;;;;151,000;3,998;0,024;-0,020;0,0954375;5,625E-4;-4,687E-4;0,0;0,0464935
;;;;;;;;;151,200;4,002;0,024;-0,010;0,0955500;5,625E-4;-2,344E-4;0,0;0,0481110
;;;;;;;;;151,400;4,007;0,020;-0,029;0,0956625;4,688E-4;-7,031E-4;0,1;0,0508423
;;;;;;;;;151,600;4,010;0,012;2,064E-15;0,0957375;2,812E-4;-1,701E-16;0,1;0,0527649
;;;;;;;;;151,800;4,012;0,020;0,059;0,0957750;4,687E-4;0,001;0,1;0,0551147
;;;;;;;;;152,000;4,018;0,035;0,049;0,0959250;8,437E-4;0,001;0,1;0,0529938
;;;;;;;;;152,200;4,026;0,039;-0,010;0,0961125;9,375E-4;-2,344E-4;0,0;0,0473175
;;;;;;;;;152,400;4,034;0,031;-0,039;0,0963000;7,500E-4;-9,375E-4;0,0;0,0471039
;;;;;;;;;152,600;4,039;0,024;-0,010;0,0964125;5,625E-4;-2,344E-4;0,0;0,0483551
;;;;;;;;;152,800;4,043;0,027;0,010;0,0965250;6,562E-4;2,344E-4;0,0;0,0489502
;;;;;;;;;153,000;4,050;0,027;-0,020;0,0966750;6,562E-4;-4,687E-4;0,0;0,0488129
;;;;;;;;;153,200;4,054;0,020;-5,551E-15;0,0967875;4,688E-4;0,000;0,0;0,0487823
;;;;;;;;;153,400;4,057;0,027;0,049;0,0968625;6,562E-4;0,001;0,1;0,0517273
;;;;;;;;;153,600;4,065;0,039;0,020;0,0970500;9,375E-4;4,688E-4;0,1;0,0603638
;;;;;;;;;153,800;4,073;0,035;-0,020;0,0972375;8,438E-4;-4,687E-4;0,1;0,0701904
;;;;;;;;;154,000;4,079;0,031;-0,010;0,0973875;7,500E-4;-2,344E-4;0,1;0,0977478
;;;;;;;;;154,200;4,086;0,031;-0,020;0,0975375;7,500E-4;-4,687E-4;0,1;0,1226044
;;;;;;;;;154,400;4,092;0,024;-0,020;0,0976875;5,625E-4;-4,687E-4;0,1;0,1275482
;;;;;;;;;154,600;4,095;0,024;0,029;0,0977625;5,625E-4;7,031E-4;0,1;0,1146545
;;;;;;;;;154,800;4,101;0,035;0,029;0,0979125;8,438E-4;7,031E-4;0,1;0,0924225
;;;;;;;;;155,000;4,109;0,035;-0,020;0,0981000;8,437E-4;-4,688E-4;0,1;0,0639496
;;;;;;;;;155,200;4,115;0,027;-0,010;0,0982500;6,562E-4;-2,344E-4;0,1;0,0502014
;;;;;;;;;155,400;4,120;0,031;0,010;0,0983625;7,500E-4;2,344E-4;0,0;0,0459137
;;;;;;;;;155,600;4,128;0,031;-0,029;0,0985500;7,500E-4;-7,031E-4;0,0;0,0441589
;;;;;;;;;155,800;4,133;0,020;-0,020;0,0986625;4,688E-4;-4,687E-4;0,0;0,0435944
;;;;;;;;;156,000;4,136;0,024;0,059;0,0987375;5,625E-4;0,001;0,0;0,0424957
;;;;;;;;;156,200;4,142;0,043;0,059;0,0988875;0,001;0,001;0,0;0,0450592
;;;;;;;;;156,400;4,153;0,047;0,000;0,0991500;0,001;0,000;0,1;0,0630646
;;;;;;;;;156,600;4,161;0,043;-0,029;0,0993375;0,001;-7,031E-4;0,1;0,0805817
;;;;;;;;;156,800;4,170;0,035;-0,059;0,0995625;8,438E-4;-0,001;0,1;0,1133270
;;;;;;;;;157,000;4,175;0,020;-0,010;0,0996750;4,688E-4;-2,344E-4;0,1;0,1259460
;;;;;;;;;157,200;4,178;0,031;0,069;0,0997500;7,500E-4;0,002;0,1;0,1185150
;;;;;;;;;157,400;4,188;0,047;0,049;0,0999750;0,001;0,001;0,1;0,0683594
;;;;;;;;;157,600;4,197;0,051;0,010;0,1002000;0,001;2,344E-4;0,1;0,0525055
;;;;;;;;;157,800;4,208;0,051;-0,029;0,1004625;0,001;-7,031E-4;0,0;0,0460510
;;;;;;;;;158,000;4,218;0,039;-0,020;0,1006875;9,375E-4;-4,688E-4;0,0;0,0448914
;;;;;;;;;158,200;4,224;0,043;0,020;0,1008375;0,001;4,687E-4;0,0;0,0455170
;;;;;;;;;158,400;4,235;0,047;-0,020;0,1011000;0,001;-4,687E-4;0,0;0,0442810
;;;;;;;;;158,600;4,243;0,035;-0,029;0,1012875;8,437E-4;-7,031E-4;0,0;0,0442047
;;;;;;;;;158,800;4,249;0,035;-0,010;0,1014375;8,438E-4;-2,344E-4;0,0;0,0459900
;;;;;;;;;159,000;4,257;0,031;-0,029;0,1016250;7,500E-4;-7,031E-4;0,0;0,0498657
;;;;;;;;;159,200;4,262;0,024;0,029;0,1017375;5,625E-4;7,031E-4;0,1;0,0554199
;;;;;;;;;159,400;4,266;0,043;0,069;0,1018500;0,001;0,002;0,1;0,0558319
;;;;;;;;;159,600;4,279;0,051;-0,020;0,1021500;0,001;-4,687E-4;0,1;0,0539398
;;;;;;;;;159,800;4,287;0,035;-0,049;0,1023375;8,438E-4;-0,001;0,1;0,0527191
;;;;;;;;;160,000;4,293;0,031;-0,020;0,1024875;7,500E-4;-4,688E-4;0,1;0,0504761
;;;;;;;;;160,200;4,299;0,027;-0,020;0,1026375;6,562E-4;-4,687E-4;0,0;0,0478668
;;;;;;;;;160,400;4,304;0,024;0,020;0,1027500;5,625E-4;4,687E-4;0,0;0,0472412
;;;;;;;;;160,600;4,309;0,035;0,059;0,1028625;8,437E-4;0,001;0,1;0,0507355
;;;;;;;;;160,800;4,318;0,047;0,029;0,1030875;0,001;7,031E-4;0,1;0,0652771
;;;;;;;;;161,000;4,328;0,047;-0,020;0,1033125;0,001;-4,688E-4;0,1;0,1002960
;;;;;;;;;161,200;4,337;0,039;-0,029;0,1035375;9,375E-4;-7,031E-4;0,1;0,1137085
;;;;;;;;;161,400;4,343;0,035;-5,551E-15;0,1036875;8,437E-4;-8,674E-17;0,1;0,1255341
;;;;;;;;;161,600;4,351;0,039;0,029;0,1038750;9,375E-4;7,031E-4;0,1;0,0949249
;;;;;;;;;161,800;4,359;0,047;0,020;0,1040625;0,001;4,688E-4;0,1;0,0554047
;;;;;;;;;162,000;4,370;0,047;-0,029;0,1043250;0,001;-7,031E-4;0,0;0,0458069
;;;;;;;;;162,200;4,378;0,035;-0,029;0,1045125;8,437E-4;-7,031E-4;0,0;0,0447235
;;;;;;;;;162,400;4,384;0,035;0,029;0,1046625;8,437E-4;7,031E-4;0,0;0,0427246
;;;;;;;;;162,600;4,392;0,047;0,059;0,1048500;0,001;0,001;0,0;0,0436401
;;;;;;;;;162,800;4,403;0,059;0,020;0,1051125;0,001;4,688E-4;0,1;0,0506592
;;;;;;;;;163,000;4,416;0,055;-0,088;0,1054125;0,001;-0,002;0,1;0,0588379
;;;;;;;;;163,200;4,425;0,024;-0,137;0,1056375;5,625E-4;-0,003;0,1;0,0589600
;;;;;;;;;163,400;4,425;0,000;-0,010;0,1056375;0,000;-2,344E-4;0,1;0,0590363
;;;;;;;;;163,600;4,425;0,020;0,137;0,1056375;4,687E-4;0,003;0,1;0,0665588
